,ts_code,trade_date,open,high,low,close,vol,ts_code,pre_trade_date,pre_open,pre_high,pre_low,pre_close,pre_vol,asset
16,MHI.HKEX,2023-01-04 09:30:00,20412.0,20564.0,20306.0,20560.0,26783.0,MHI.HKEX,2023-01-04 02:15:00,20252.0,20434.0,20249.0,20412.0,4791.0,MHI
17,MHI.HKEX,2023-01-04 10:30:00,20561.0,20661.0,20534.0,20630.0,13754.0,MHI.HKEX,2023-01-04 09:30:00,20412.0,20564.0,20306.0,20560.0,26783.0,MHI
18,MHI.HKEX,2023-01-04 11:30:00,20628.0,20713.0,20542.0,20552.0,10094.0,MHI.HKEX,2023-01-04 10:30:00,20561.0,20661.0,20534.0,20630.0,13754.0,MHI
19,MHI.HKEX,2023-01-04 13:30:00,20550.0,20753.0,20541.0,20718.0,10863.0,MHI.HKEX,2023-01-04 11:30:00,20628.0,20713.0,20542.0,20552.0,10094.0,MHI
20,MHI.HKEX,2023-01-04 14:30:00,20715.0,20797.0,20661.0,20780.0,8854.0,MHI.HKEX,2023-01-04 13:30:00,20550.0,20753.0,20541.0,20718.0,10863.0,MHI
21,MHI.HKEX,2023-01-04 15:30:00,20779.0,20958.0,20772.0,20925.0,10350.0,MHI.HKEX,2023-01-04 14:30:00,20715.0,20797.0,20661.0,20780.0,8854.0,MHI
22,MHI.HKEX,2023-01-04 17:15:00,20922.0,20922.0,20854.0,20889.0,3298.0,MHI.HKEX,2023-01-04 15:30:00,20779.0,20958.0,20772.0,20925.0,10350.0,MHI
23,MHI.HKEX,2023-01-04 18:15:00,20887.0,20903.0,20856.0,20899.0,1693.0,MHI.HKEX,2023-01-04 17:15:00,20922.0,20922.0,20854.0,20889.0,3298.0,MHI
24,MHI.HKEX,2023-01-04 19:15:00,20898.0,20905.0,20877.0,20904.0,870.0,MHI.HKEX,2023-01-04 18:15:00,20887.0,20903.0,20856.0,20899.0,1693.0,MHI
25,MHI.HKEX,2023-01-04 20:15:00,20903.0,20909.0,20882.0,20892.0,1023.0,MHI.HKEX,2023-01-04 19:15:00,20898.0,20905.0,20877.0,20904.0,870.0,MHI
26,MHI.HKEX,2023-01-04 21:15:00,20890.0,20962.0,20880.0,20955.0,2103.0,MHI.HKEX,2023-01-04 20:15:00,20903.0,20909.0,20882.0,20892.0,1023.0,MHI
27,MHI.HKEX,2023-01-04 22:15:00,20959.0,21056.0,20902.0,20949.0,9346.0,MHI.HKEX,2023-01-04 21:15:00,20890.0,20962.0,20880.0,20955.0,2103.0,MHI
28,MHI.HKEX,2023-01-04 23:15:00,20951.0,21154.0,20943.0,21148.0,5559.0,MHI.HKEX,2023-01-04 22:15:00,20959.0,21056.0,20902.0,20949.0,9346.0,MHI
29,MHI.HKEX,2023-01-05 00:15:00,21150.0,21267.0,21126.0,21255.0,3614.0,MHI.HKEX,2023-01-04 23:15:00,20951.0,21154.0,20943.0,21148.0,5559.0,MHI
30,MHI.HKEX,2023-01-05 01:15:00,21254.0,21408.0,21249.0,21348.0,3678.0,MHI.HKEX,2023-01-05 00:15:00,21150.0,21267.0,21126.0,21255.0,3614.0,MHI
31,MHI.HKEX,2023-01-05 02:15:00,21345.0,21381.0,21248.0,21274.0,6943.0,MHI.HKEX,2023-01-05 01:15:00,21254.0,21408.0,21249.0,21348.0,3678.0,MHI
32,MHI.HKEX,2023-01-05 09:30:00,21275.0,21474.0,21115.0,21202.0,35402.0,MHI.HKEX,2023-01-05 02:15:00,21345.0,21381.0,21248.0,21274.0,6943.0,MHI
33,MHI.HKEX,2023-01-05 10:30:00,21203.0,21258.0,21132.0,21166.0,12052.0,MHI.HKEX,2023-01-05 09:30:00,21275.0,21474.0,21115.0,21202.0,35402.0,MHI
34,MHI.HKEX,2023-01-05 11:30:00,21162.0,21184.0,21028.0,21104.0,10039.0,MHI.HKEX,2023-01-05 10:30:00,21203.0,21258.0,21132.0,21166.0,12052.0,MHI
35,MHI.HKEX,2023-01-05 13:30:00,21103.0,21225.0,21080.0,21174.0,8904.0,MHI.HKEX,2023-01-05 11:30:00,21162.0,21184.0,21028.0,21104.0,10039.0,MHI
36,MHI.HKEX,2023-01-05 14:30:00,21172.0,21172.0,21088.0,21115.0,6858.0,MHI.HKEX,2023-01-05 13:30:00,21103.0,21225.0,21080.0,21174.0,8904.0,MHI
37,MHI.HKEX,2023-01-05 15:30:00,21114.0,21230.0,21068.0,21215.0,6562.0,MHI.HKEX,2023-01-05 14:30:00,21172.0,21172.0,21088.0,21115.0,6858.0,MHI
38,MHI.HKEX,2023-01-05 17:15:00,21194.0,21258.0,21193.0,21248.0,1502.0,MHI.HKEX,2023-01-05 15:30:00,21114.0,21230.0,21068.0,21215.0,6562.0,MHI
39,MHI.HKEX,2023-01-05 18:15:00,21248.0,21280.0,21237.0,21277.0,1220.0,MHI.HKEX,2023-01-05 17:15:00,21194.0,21258.0,21193.0,21248.0,1502.0,MHI
40,MHI.HKEX,2023-01-05 19:15:00,21277.0,21294.0,21262.0,21280.0,869.0,MHI.HKEX,2023-01-05 18:15:00,21248.0,21280.0,21237.0,21277.0,1220.0,MHI
41,MHI.HKEX,2023-01-05 20:15:00,21278.0,21303.0,21225.0,21230.0,1517.0,MHI.HKEX,2023-01-05 19:15:00,21277.0,21294.0,21262.0,21280.0,869.0,MHI
42,MHI.HKEX,2023-01-05 21:15:00,21236.0,21244.0,21128.0,21183.0,4500.0,MHI.HKEX,2023-01-05 20:15:00,21278.0,21303.0,21225.0,21230.0,1517.0,MHI
43,MHI.HKEX,2023-01-05 22:15:00,21182.0,21308.0,21128.0,21307.0,7322.0,MHI.HKEX,2023-01-05 21:15:00,21236.0,21244.0,21128.0,21183.0,4500.0,MHI
44,MHI.HKEX,2023-01-05 23:15:00,21302.0,21372.0,21271.0,21313.0,4725.0,MHI.HKEX,2023-01-05 22:15:00,21182.0,21308.0,21128.0,21307.0,7322.0,MHI
45,MHI.HKEX,2023-01-06 00:15:00,21313.0,21322.0,21202.0,21292.0,2894.0,MHI.HKEX,2023-01-05 23:15:00,21302.0,21372.0,21271.0,21313.0,4725.0,MHI
46,MHI.HKEX,2023-01-06 01:15:00,21289.0,21358.0,21287.0,21338.0,984.0,MHI.HKEX,2023-01-06 00:15:00,21313.0,21322.0,21202.0,21292.0,2894.0,MHI
47,MHI.HKEX,2023-01-06 02:15:00,21333.0,21407.0,21294.0,21312.0,4595.0,MHI.HKEX,2023-01-06 01:15:00,21289.0,21358.0,21287.0,21338.0,984.0,MHI
48,MHI.HKEX,2023-01-06 09:30:00,21312.0,21320.0,21092.0,21120.0,24849.0,MHI.HKEX,2023-01-06 02:15:00,21333.0,21407.0,21294.0,21312.0,4595.0,MHI
49,MHI.HKEX,2023-01-06 10:30:00,21118.0,21368.0,21103.0,21271.0,15854.0,MHI.HKEX,2023-01-06 09:30:00,21312.0,21320.0,21092.0,21120.0,24849.0,MHI
50,MHI.HKEX,2023-01-06 11:30:00,21273.0,21291.0,20998.0,21006.0,11468.0,MHI.HKEX,2023-01-06 10:30:00,21118.0,21368.0,21103.0,21271.0,15854.0,MHI
51,MHI.HKEX,2023-01-06 13:30:00,21008.0,21097.0,20939.0,21057.0,13390.0,MHI.HKEX,2023-01-06 11:30:00,21273.0,21291.0,20998.0,21006.0,11468.0,MHI
52,MHI.HKEX,2023-01-06 14:30:00,21058.0,21174.0,21038.0,21068.0,8452.0,MHI.HKEX,2023-01-06 13:30:00,21008.0,21097.0,20939.0,21057.0,13390.0,MHI
53,MHI.HKEX,2023-01-06 15:30:00,21066.0,21115.0,21036.0,21075.0,4466.0,MHI.HKEX,2023-01-06 14:30:00,21058.0,21174.0,21038.0,21068.0,8452.0,MHI
54,MHI.HKEX,2023-01-06 17:15:00,21057.0,21070.0,21002.0,21061.0,1500.0,MHI.HKEX,2023-01-06 15:30:00,21066.0,21115.0,21036.0,21075.0,4466.0,MHI
55,MHI.HKEX,2023-01-06 18:15:00,21061.0,21091.0,21051.0,21083.0,890.0,MHI.HKEX,2023-01-06 17:15:00,21057.0,21070.0,21002.0,21061.0,1500.0,MHI
56,MHI.HKEX,2023-01-06 19:15:00,21083.0,21103.0,21046.0,21050.0,826.0,MHI.HKEX,2023-01-06 18:15:00,21061.0,21091.0,21051.0,21083.0,890.0,MHI
57,MHI.HKEX,2023-01-06 20:15:00,21053.0,21073.0,21034.0,21047.0,562.0,MHI.HKEX,2023-01-06 19:15:00,21083.0,21103.0,21046.0,21050.0,826.0,MHI
58,MHI.HKEX,2023-01-06 21:15:00,21047.0,21277.0,21020.0,21181.0,5879.0,MHI.HKEX,2023-01-06 20:15:00,21053.0,21073.0,21034.0,21047.0,562.0,MHI
59,MHI.HKEX,2023-01-06 22:15:00,21180.0,21241.0,21065.0,21212.0,7927.0,MHI.HKEX,2023-01-06 21:15:00,21047.0,21277.0,21020.0,21181.0,5879.0,MHI
60,MHI.HKEX,2023-01-06 23:15:00,21217.0,21361.0,21217.0,21304.0,6310.0,MHI.HKEX,2023-01-06 22:15:00,21180.0,21241.0,21065.0,21212.0,7927.0,MHI
61,MHI.HKEX,2023-01-07 00:15:00,21304.0,21460.0,21301.0,21400.0,3636.0,MHI.HKEX,2023-01-06 23:15:00,21217.0,21361.0,21217.0,21304.0,6310.0,MHI
62,MHI.HKEX,2023-01-07 01:15:00,21400.0,21405.0,21359.0,21382.0,1134.0,MHI.HKEX,2023-01-07 00:15:00,21304.0,21460.0,21301.0,21400.0,3636.0,MHI
63,MHI.HKEX,2023-01-07 02:15:00,21385.0,21514.0,21290.0,21352.0,7579.0,MHI.HKEX,2023-01-07 01:15:00,21400.0,21405.0,21359.0,21382.0,1134.0,MHI
64,MHI.HKEX,2023-01-09 09:30:00,21351.0,21561.0,21277.0,21375.0,30592.0,MHI.HKEX,2023-01-07 02:15:00,21385.0,21514.0,21290.0,21352.0,7579.0,MHI
65,MHI.HKEX,2023-01-09 10:30:00,21373.0,21441.0,21327.0,21408.0,11807.0,MHI.HKEX,2023-01-09 09:30:00,21351.0,21561.0,21277.0,21375.0,30592.0,MHI
66,MHI.HKEX,2023-01-09 11:30:00,21407.0,21440.0,21354.0,21359.0,5307.0,MHI.HKEX,2023-01-09 10:30:00,21373.0,21441.0,21327.0,21408.0,11807.0,MHI
67,MHI.HKEX,2023-01-09 13:30:00,21358.0,21467.0,21336.0,21437.0,6120.0,MHI.HKEX,2023-01-09 11:30:00,21407.0,21440.0,21354.0,21359.0,5307.0,MHI
68,MHI.HKEX,2023-01-09 14:30:00,21437.0,21499.0,21425.0,21445.0,6075.0,MHI.HKEX,2023-01-09 13:30:00,21358.0,21467.0,21336.0,21437.0,6120.0,MHI
69,MHI.HKEX,2023-01-09 15:30:00,21444.0,21497.0,21386.0,21490.0,4915.0,MHI.HKEX,2023-01-09 14:30:00,21437.0,21499.0,21425.0,21445.0,6075.0,MHI
70,MHI.HKEX,2023-01-09 17:15:00,21485.0,21567.0,21472.0,21531.0,2330.0,MHI.HKEX,2023-01-09 15:30:00,21444.0,21497.0,21386.0,21490.0,4915.0,MHI
71,MHI.HKEX,2023-01-09 18:15:00,21530.0,21537.0,21492.0,21535.0,1377.0,MHI.HKEX,2023-01-09 17:15:00,21485.0,21567.0,21472.0,21531.0,2330.0,MHI
72,MHI.HKEX,2023-01-09 19:15:00,21534.0,21538.0,21474.0,21486.0,860.0,MHI.HKEX,2023-01-09 18:15:00,21530.0,21537.0,21492.0,21535.0,1377.0,MHI
73,MHI.HKEX,2023-01-09 20:15:00,21488.0,21521.0,21478.0,21501.0,872.0,MHI.HKEX,2023-01-09 19:15:00,21534.0,21538.0,21474.0,21486.0,860.0,MHI
74,MHI.HKEX,2023-01-09 21:15:00,21501.0,21576.0,21501.0,21570.0,1996.0,MHI.HKEX,2023-01-09 20:15:00,21488.0,21521.0,21478.0,21501.0,872.0,MHI
75,MHI.HKEX,2023-01-09 22:15:00,21568.0,21595.0,21403.0,21423.0,7266.0,MHI.HKEX,2023-01-09 21:15:00,21501.0,21576.0,21501.0,21570.0,1996.0,MHI
76,MHI.HKEX,2023-01-09 23:15:00,21422.0,21548.0,21401.0,21543.0,3956.0,MHI.HKEX,2023-01-09 22:15:00,21568.0,21595.0,21403.0,21423.0,7266.0,MHI
77,MHI.HKEX,2023-01-10 00:15:00,21542.0,21563.0,21485.0,21495.0,1750.0,MHI.HKEX,2023-01-09 23:15:00,21422.0,21548.0,21401.0,21543.0,3956.0,MHI
78,MHI.HKEX,2023-01-10 01:15:00,21493.0,21509.0,21465.0,21488.0,816.0,MHI.HKEX,2023-01-10 00:15:00,21542.0,21563.0,21485.0,21495.0,1750.0,MHI
79,MHI.HKEX,2023-01-10 02:15:00,21485.0,21515.0,21348.0,21480.0,5246.0,MHI.HKEX,2023-01-10 01:15:00,21493.0,21509.0,21465.0,21488.0,816.0,MHI
80,MHI.HKEX,2023-01-10 09:30:00,21483.0,21484.0,21296.0,21335.0,24708.0,MHI.HKEX,2023-01-10 02:15:00,21485.0,21515.0,21348.0,21480.0,5246.0,MHI
81,MHI.HKEX,2023-01-10 10:30:00,21330.0,21375.0,21251.0,21358.0,11996.0,MHI.HKEX,2023-01-10 09:30:00,21483.0,21484.0,21296.0,21335.0,24708.0,MHI
82,MHI.HKEX,2023-01-10 11:30:00,21358.0,21460.0,21319.0,21421.0,8846.0,MHI.HKEX,2023-01-10 10:30:00,21330.0,21375.0,21251.0,21358.0,11996.0,MHI
83,MHI.HKEX,2023-01-10 13:30:00,21421.0,21472.0,21377.0,21388.0,6178.0,MHI.HKEX,2023-01-10 11:30:00,21358.0,21460.0,21319.0,21421.0,8846.0,MHI
84,MHI.HKEX,2023-01-10 14:30:00,21385.0,21406.0,21313.0,21316.0,4240.0,MHI.HKEX,2023-01-10 13:30:00,21421.0,21472.0,21377.0,21388.0,6178.0,MHI
85,MHI.HKEX,2023-01-10 15:30:00,21317.0,21436.0,21316.0,21428.0,5467.0,MHI.HKEX,2023-01-10 14:30:00,21385.0,21406.0,21313.0,21316.0,4240.0,MHI
86,MHI.HKEX,2023-01-10 17:15:00,21424.0,21482.0,21390.0,21449.0,1759.0,MHI.HKEX,2023-01-10 15:30:00,21317.0,21436.0,21316.0,21428.0,5467.0,MHI
87,MHI.HKEX,2023-01-10 18:15:00,21453.0,21465.0,21423.0,21425.0,516.0,MHI.HKEX,2023-01-10 17:15:00,21424.0,21482.0,21390.0,21449.0,1759.0,MHI
88,MHI.HKEX,2023-01-10 19:15:00,21423.0,21441.0,21402.0,21410.0,780.0,MHI.HKEX,2023-01-10 18:15:00,21453.0,21465.0,21423.0,21425.0,516.0,MHI
89,MHI.HKEX,2023-01-10 20:15:00,21410.0,21445.0,21388.0,21430.0,1123.0,MHI.HKEX,2023-01-10 19:15:00,21423.0,21441.0,21402.0,21410.0,780.0,MHI
90,MHI.HKEX,2023-01-10 21:15:00,21427.0,21502.0,21413.0,21472.0,1887.0,MHI.HKEX,2023-01-10 20:15:00,21410.0,21445.0,21388.0,21430.0,1123.0,MHI
91,MHI.HKEX,2023-01-10 22:15:00,21476.0,21517.0,21407.0,21458.0,5508.0,MHI.HKEX,2023-01-10 21:15:00,21427.0,21502.0,21413.0,21472.0,1887.0,MHI
92,MHI.HKEX,2023-01-10 23:15:00,21460.0,21492.0,21352.0,21487.0,3973.0,MHI.HKEX,2023-01-10 22:15:00,21476.0,21517.0,21407.0,21458.0,5508.0,MHI
93,MHI.HKEX,2023-01-11 00:15:00,21483.0,21509.0,21462.0,21507.0,1432.0,MHI.HKEX,2023-01-10 23:15:00,21460.0,21492.0,21352.0,21487.0,3973.0,MHI
94,MHI.HKEX,2023-01-11 01:15:00,21507.0,21542.0,21496.0,21525.0,993.0,MHI.HKEX,2023-01-11 00:15:00,21483.0,21509.0,21462.0,21507.0,1432.0,MHI
95,MHI.HKEX,2023-01-11 02:15:00,21529.0,21580.0,21456.0,21461.0,4547.0,MHI.HKEX,2023-01-11 01:15:00,21507.0,21542.0,21496.0,21525.0,993.0,MHI
96,MHI.HKEX,2023-01-11 09:30:00,21464.0,21742.0,21464.0,21710.0,29969.0,MHI.HKEX,2023-01-11 02:15:00,21529.0,21580.0,21456.0,21461.0,4547.0,MHI
97,MHI.HKEX,2023-01-11 10:30:00,21711.0,21736.0,21575.0,21628.0,10859.0,MHI.HKEX,2023-01-11 09:30:00,21464.0,21742.0,21464.0,21710.0,29969.0,MHI
98,MHI.HKEX,2023-01-11 11:30:00,21630.0,21712.0,21594.0,21707.0,6542.0,MHI.HKEX,2023-01-11 10:30:00,21711.0,21736.0,21575.0,21628.0,10859.0,MHI
99,MHI.HKEX,2023-01-11 13:30:00,21708.0,21756.0,21616.0,21616.0,9309.0,MHI.HKEX,2023-01-11 11:30:00,21630.0,21712.0,21594.0,21707.0,6542.0,MHI
100,MHI.HKEX,2023-01-11 14:30:00,21617.0,21633.0,21398.0,21470.0,13413.0,MHI.HKEX,2023-01-11 13:30:00,21708.0,21756.0,21616.0,21616.0,9309.0,MHI
101,MHI.HKEX,2023-01-11 15:30:00,21472.0,21545.0,21446.0,21538.0,6721.0,MHI.HKEX,2023-01-11 14:30:00,21617.0,21633.0,21398.0,21470.0,13413.0,MHI
102,MHI.HKEX,2023-01-11 17:15:00,21550.0,21567.0,21533.0,21561.0,1355.0,MHI.HKEX,2023-01-11 15:30:00,21472.0,21545.0,21446.0,21538.0,6721.0,MHI
103,MHI.HKEX,2023-01-11 18:15:00,21560.0,21585.0,21539.0,21566.0,880.0,MHI.HKEX,2023-01-11 17:15:00,21550.0,21567.0,21533.0,21561.0,1355.0,MHI
104,MHI.HKEX,2023-01-11 19:15:00,21565.0,21582.0,21548.0,21554.0,632.0,MHI.HKEX,2023-01-11 18:15:00,21560.0,21585.0,21539.0,21566.0,880.0,MHI
105,MHI.HKEX,2023-01-11 20:15:00,21554.0,21589.0,21530.0,21588.0,1099.0,MHI.HKEX,2023-01-11 19:15:00,21565.0,21582.0,21548.0,21554.0,632.0,MHI
106,MHI.HKEX,2023-01-11 21:15:00,21588.0,21610.0,21562.0,21563.0,1574.0,MHI.HKEX,2023-01-11 20:15:00,21554.0,21589.0,21530.0,21588.0,1099.0,MHI
107,MHI.HKEX,2023-01-11 22:15:00,21563.0,21715.0,21557.0,21648.0,7217.0,MHI.HKEX,2023-01-11 21:15:00,21588.0,21610.0,21562.0,21563.0,1574.0,MHI
108,MHI.HKEX,2023-01-11 23:15:00,21649.0,21649.0,21582.0,21637.0,3597.0,MHI.HKEX,2023-01-11 22:15:00,21563.0,21715.0,21557.0,21648.0,7217.0,MHI
109,MHI.HKEX,2023-01-12 00:15:00,21637.0,21718.0,21636.0,21712.0,1881.0,MHI.HKEX,2023-01-11 23:15:00,21649.0,21649.0,21582.0,21637.0,3597.0,MHI
110,MHI.HKEX,2023-01-12 01:15:00,21711.0,21765.0,21701.0,21756.0,1255.0,MHI.HKEX,2023-01-12 00:15:00,21637.0,21718.0,21636.0,21712.0,1881.0,MHI
111,MHI.HKEX,2023-01-12 02:15:00,21757.0,21766.0,21655.0,21660.0,4338.0,MHI.HKEX,2023-01-12 01:15:00,21711.0,21765.0,21701.0,21756.0,1255.0,MHI
112,MHI.HKEX,2023-01-12 09:30:00,21660.0,21761.0,21580.0,21625.0,26539.0,MHI.HKEX,2023-01-12 02:15:00,21757.0,21766.0,21655.0,21660.0,4338.0,MHI
113,MHI.HKEX,2023-01-12 10:30:00,21622.0,21650.0,21291.0,21408.0,22628.0,MHI.HKEX,2023-01-12 09:30:00,21660.0,21761.0,21580.0,21625.0,26539.0,MHI
114,MHI.HKEX,2023-01-12 11:30:00,21406.0,21505.0,21369.0,21450.0,10640.0,MHI.HKEX,2023-01-12 10:30:00,21622.0,21650.0,21291.0,21408.0,22628.0,MHI
115,MHI.HKEX,2023-01-12 13:30:00,21451.0,21573.0,21430.0,21492.0,9562.0,MHI.HKEX,2023-01-12 11:30:00,21406.0,21505.0,21369.0,21450.0,10640.0,MHI
116,MHI.HKEX,2023-01-12 14:30:00,21490.0,21519.0,21363.0,21482.0,9665.0,MHI.HKEX,2023-01-12 13:30:00,21451.0,21573.0,21430.0,21492.0,9562.0,MHI
117,MHI.HKEX,2023-01-12 15:30:00,21483.0,21605.0,21480.0,21592.0,5290.0,MHI.HKEX,2023-01-12 14:30:00,21490.0,21519.0,21363.0,21482.0,9665.0,MHI
118,MHI.HKEX,2023-01-12 17:15:00,21585.0,21641.0,21571.0,21572.0,1873.0,MHI.HKEX,2023-01-12 15:30:00,21483.0,21605.0,21480.0,21592.0,5290.0,MHI
119,MHI.HKEX,2023-01-12 18:15:00,21571.0,21609.0,21563.0,21605.0,860.0,MHI.HKEX,2023-01-12 17:15:00,21585.0,21641.0,21571.0,21572.0,1873.0,MHI
120,MHI.HKEX,2023-01-12 19:15:00,21607.0,21662.0,21569.0,21641.0,2118.0,MHI.HKEX,2023-01-12 18:15:00,21571.0,21609.0,21563.0,21605.0,860.0,MHI
121,MHI.HKEX,2023-01-12 20:15:00,21639.0,21650.0,21616.0,21639.0,906.0,MHI.HKEX,2023-01-12 19:15:00,21607.0,21662.0,21569.0,21641.0,2118.0,MHI
122,MHI.HKEX,2023-01-12 21:15:00,21637.0,21777.0,21473.0,21683.0,9815.0,MHI.HKEX,2023-01-12 20:15:00,21639.0,21650.0,21616.0,21639.0,906.0,MHI
123,MHI.HKEX,2023-01-12 22:15:00,21682.0,21731.0,21501.0,21682.0,9290.0,MHI.HKEX,2023-01-12 21:15:00,21637.0,21777.0,21473.0,21683.0,9815.0,MHI
124,MHI.HKEX,2023-01-12 23:15:00,21681.0,21705.0,21647.0,21683.0,3506.0,MHI.HKEX,2023-01-12 22:15:00,21682.0,21731.0,21501.0,21682.0,9290.0,MHI
125,MHI.HKEX,2023-01-13 00:15:00,21687.0,21714.0,21628.0,21711.0,1831.0,MHI.HKEX,2023-01-12 23:15:00,21681.0,21705.0,21647.0,21683.0,3506.0,MHI
126,MHI.HKEX,2023-01-13 01:15:00,21712.0,21750.0,21709.0,21724.0,1697.0,MHI.HKEX,2023-01-13 00:15:00,21687.0,21714.0,21628.0,21711.0,1831.0,MHI
127,MHI.HKEX,2023-01-13 02:15:00,21726.0,21743.0,21644.0,21684.0,4629.0,MHI.HKEX,2023-01-13 01:15:00,21712.0,21750.0,21709.0,21724.0,1697.0,MHI
128,MHI.HKEX,2023-01-13 09:30:00,21685.0,21719.0,21520.0,21575.0,26944.0,MHI.HKEX,2023-01-13 02:15:00,21726.0,21743.0,21644.0,21684.0,4629.0,MHI
129,MHI.HKEX,2023-01-13 10:30:00,21578.0,21651.0,21520.0,21599.0,11866.0,MHI.HKEX,2023-01-13 09:30:00,21685.0,21719.0,21520.0,21575.0,26944.0,MHI
130,MHI.HKEX,2023-01-13 11:30:00,21597.0,21666.0,21565.0,21585.0,6806.0,MHI.HKEX,2023-01-13 10:30:00,21578.0,21651.0,21520.0,21599.0,11866.0,MHI
131,MHI.HKEX,2023-01-13 13:30:00,21582.0,21737.0,21549.0,21691.0,10367.0,MHI.HKEX,2023-01-13 11:30:00,21597.0,21666.0,21565.0,21585.0,6806.0,MHI
132,MHI.HKEX,2023-01-13 14:30:00,21691.0,21796.0,21669.0,21770.0,9153.0,MHI.HKEX,2023-01-13 13:30:00,21582.0,21737.0,21549.0,21691.0,10367.0,MHI
133,MHI.HKEX,2023-01-13 15:30:00,21767.0,21837.0,21766.0,21778.0,6691.0,MHI.HKEX,2023-01-13 14:30:00,21691.0,21796.0,21669.0,21770.0,9153.0,MHI
134,MHI.HKEX,2023-01-13 17:15:00,21788.0,21804.0,21760.0,21794.0,1341.0,MHI.HKEX,2023-01-13 15:30:00,21767.0,21837.0,21766.0,21778.0,6691.0,MHI
135,MHI.HKEX,2023-01-13 18:15:00,21791.0,21822.0,21776.0,21799.0,1000.0,MHI.HKEX,2023-01-13 17:15:00,21788.0,21804.0,21760.0,21794.0,1341.0,MHI
136,MHI.HKEX,2023-01-13 19:15:00,21799.0,21803.0,21726.0,21740.0,1448.0,MHI.HKEX,2023-01-13 18:15:00,21791.0,21822.0,21776.0,21799.0,1000.0,MHI
137,MHI.HKEX,2023-01-13 20:15:00,21740.0,21747.0,21685.0,21705.0,2063.0,MHI.HKEX,2023-01-13 19:15:00,21799.0,21803.0,21726.0,21740.0,1448.0,MHI
138,MHI.HKEX,2023-01-13 21:15:00,21703.0,21750.0,21696.0,21735.0,1817.0,MHI.HKEX,2023-01-13 20:15:00,21740.0,21747.0,21685.0,21705.0,2063.0,MHI
